"country";"datum";"tests_done";"vaccinations";"death";"cases";"hospital_admissions100k";"icu_admissions100k"
"Norway";"2021-06-21";153995;168930;2;1287;0.372607394766357;0.0931518486915891
"Norway";"2021-06-28";165474;49255;2;1326;0.316716285551403;0.0372607394766357
"Norway";"2021-07-05";189474;53738;2;1250;0.335346655289721;0.0931518486915891
"Norway";"2021-07-12";179413;163396;0;1142;0.335346655289721;0.0931518486915891
"Norway";"2021-07-19";191930;125412;3;1430;0.353977025028039;0.0558911092149535
"Norway";"2021-07-26";233322;154889;0;2183;0.372607394766357;0.0558911092149535
"Norway";"2021-08-02";266447;287453;5;2880;0.633432571102806;0.0931518486915891
"Norway";"2021-08-09";223306;534184;5;3648;0.652062940841124;0.0558911092149535
"Norway";"2021-08-16";244244;696709;2;4339;0.894257747439256;0.111782218429907
"Norway";"2021-08-23";329783;881496;3;8217;1.28549551194393;0.130412588168225
"Norway";"2021-08-30";354449;578073;8;10217;1.26686514220561;0.335346655289721
"Norway";"2021-09-06";294049;332510;5;8883;1.76988512514019;0.409868134242992
"Norway";"2021-09-13";NA;NA;14;6101;1.24823477246729;0.167673327644861
"Poland";"2019-12-30";NA;NA;NA;NA;0.00790344352507491;NA
"Poland";"2020-01-06";NA;NA;NA;NA;0.0105379247000999;NA
"Poland";"2020-01-13";NA;NA;NA;NA;0.00526896235004994;NA
"Poland";"2020-01-20";NA;NA;NA;NA;0.00790344352507491;NA
"Poland";"2020-01-27";NA;NA;NA;NA;0.0210758494001998;NA
"Poland";"2020-02-03";NA;NA;NA;NA;0.00790344352507491;NA
"Poland";"2020-02-10";NA;NA;NA;NA;0.0131724058751248;NA
"Poland";"2020-02-17";NA;NA;NA;NA;0.0131724058751248;NA
"Poland";"2020-02-24";NA;NA;NA;NA;0.0184413682251748;NA
"Poland";"2020-03-02";603;NA;0;11;0.0737654729006992;NA
"Poland";"2020-03-09";5835;NA;3;114;0.347751515103296;NA
"Poland";"2020-03-16";13328;NA;4;509;0.663889256106293;NA
"Poland";"2020-03-23";26137;NA;15;1228;1.40417846628831;NA
"Poland";"2020-03-30";39315;NA;72;2240;1.52799908151448;NA
"Poland";"2020-04-06";58636;NA;138;2572;1.26718544518701;NA
"Poland";"2020-04-13";68619;NA;128;2613;1.28299233223716;NA
"Poland";"2020-04-20";85170;NA;175;2330;1.02217869590969;NA
"Poland";"2020-04-27";84208;NA;143;2076;0.800882277207591;NA
"Poland";"2020-05-04";106419;NA;122;2303;0.582220339680519;NA
"Poland";"2020-05-11";137144;NA;125;2533;0.421516988003995;NA
"Poland";"2020-05-18";145463;NA;71;2797;0.613834113780818;NA
"Poland";"2020-05-25";137303;NA;68;2460;0.540068640880119;NA
"Poland";"2020-06-01";129522;NA;93;2775;0.719213360781817;NA
"Poland";"2020-06-08";120030;NA;90;2831;0.779806427807391;NA
"Poland";"2020-06-15";140738;NA;109;2539;0.692868549031567;NA
"Poland";"2020-06-22";131241;NA;82;1976;0.537434159705094;NA
"Poland";"2020-06-29";130905;NA;79;2043;0.518992791479919;NA
"Poland";"2020-07-06";124140;NA;54;1941;0.558510009105294;NA
"Poland";"2020-07-13";124200;NA;53;2213;0.603296189080718;NA
"Poland";"2020-07-20";124664;NA;47;2961;0.619103076130868;NA
"Poland";"2020-07-27";141420;NA;60;3829;0.806151239557641;NA
"Poland";"2020-08-03";152995;NA;76;4897;0.827227088957841;NA
"Poland";"2020-08-10";153238;NA;70;4893;0.795613314857541;NA
"Poland";"2020-08-17";168947;NA;78;5078;0.721847841956842;NA
"Poland";"2020-08-24";167507;NA;78;5108;0.671792699631368;NA
"Poland";"2020-08-31";147696;NA;87;3954;0.650716850231168;NA
"Poland";"2020-09-07";128316;NA;68;3328;0.803516758382616;NA
"Poland";"2020-09-14";133935;NA;105;5088;0.982661478284314;NA
"Poland";"2020-09-21";146981;NA;139;8090;1.33568195573766;NA
"Poland";"2020-09-28";182437;NA;172;10810;1.98112984361878;NA
"Poland";"2020-10-05";234359;NA;400;27676;2.40791579397282;NA
"Poland";"2020-10-12";306145;NA;569;49950;2.72668801615085;NA
"Poland";"2020-10-19";366095;NA;865;77922;3.50122548160819;NA
"Poland";"2020-10-26";460691;NA;1345;126214;4.16511473771448;NA
"Poland";"2020-11-02";447550;NA;2089;166523;4.50759729046773;NA
"Poland";"2020-11-09";385141;NA;2476;166547;4.58663172571847;NA
"Poland";"2020-11-16";383140;NA;3270;148359;3.96489416841258;NA
"Poland";"2020-11-23";344010;NA;3411;123744;3.43009448988251;NA
"Poland";"2020-11-30";343256;NA;3060;78374;3.19299118413027;NA
"Poland";"2020-12-07";327081;NA;2775;72227;2.91637066075264;NA
"Poland";"2020-12-14";309243;NA;2533;67024;2.74776386555105;NA
"Poland";"2020-12-21";240540;0;1750;58310;2.02328154241918;NA
"Poland";"2020-12-28";281985;0;2014;61937;2.54754329624915;NA
"Poland";"2021-01-04";335397;5;2103;67438;2.67663287382537;NA
"Poland";"2021-01-11";426357;2115;2143;48529;2.07333668474465;NA
"Poland";"2021-01-18";284371;208742;1994;39205;1.83359889781738;NA
"Poland";"2021-01-25";234632;644503;1779;35266;1.61493696029031;NA
"Poland";"2021-02-01";271488;994763;1952;39301;1.56751629913986;NA
"Poland";"2021-02-08";302974;687048;1700;38811;1.40154398511328;NA
"Poland";"2021-02-15";317359;929602;1339;47270;1.67816450849091;NA
"Poland";"2021-02-22";342286;801106;1622;73005;1.96795743774365;NA
"Poland";"2021-03-01";379380;752330;1524;89311;1.97586088126873;NA
"Poland";"2021-03-08";450223;533294;1889;116444;1.72821965081638;NA
"Poland";"2021-03-15";520899;543635;2159;155602;1.82042649194226;NA
"Poland";"2021-03-22";621069;637514;2567;194835;1.55170941208971;NA
"Poland";"2021-03-29";600052;246627;3073;180499;1.49901978858921;NA
"Poland";"2021-04-05";610218;96952;3476;138184;1.26191648283696;NA
"Poland";"2021-04-12";553882;641923;3652;108680;1.26981992636204;NA
"Poland";"2021-04-19";441188;1018067;3304;66996;0.93787529830889;NA
"Poland";"2021-04-26";401568;1357730;2668;43433;0.716578879606792;NA
"Poland";"2021-05-03";372509;1761539;1929;29327;0.503185904429769;NA
"Poland";"2021-05-10";386018;2828073;1641;20107;0.447861799754245;NA
"Poland";"2021-05-17";364750;3017995;1270;10991;0.313503259827972;NA
"Poland";"2021-05-24";378348;3825621;800;6102;0.189682644601798;NA
"Poland";"2021-05-31";332190;4110478;415;3045;0.100110284650949;NA
"Poland";"2021-06-07";368412;4705448;414;2280;0.118551652876124;NA
"Poland";"2021-06-14";330421;4373888;255;1232;0.0737654729006992;NA
"Poland";"2021-06-21";310980;4338045;150;849;0.0553241046755244;NA
"Poland";"2021-06-28";289999;3559560;106;619;0.0263448117502497;NA
"Poland";"2021-07-05";278451;3730018;75;557;0.0263448117502497;NA
"Poland";"2021-07-12";268419;3078480;55;626;0.0605930670255743;NA
"Poland";"2021-07-19";262231;2115321;27;729;0.0289792929252747;NA
"Poland";"2021-07-26";257193;1482524;19;900;0.0526896235004994;NA
"Poland";"2021-08-02";274203;1089075;24;1042;0.102744765825974;NA
"Poland";"2021-08-09";275165;857309;14;1299;0.089572359950849;NA
"Poland";"2021-08-16";268524;789570;17;1344;0.102744765825974;NA
"Poland";"2021-08-23";258262;744189;24;1580;0.0816689164257741;NA
"Poland";"2021-08-30";254018;598546;39;2281;0.118551652876124;NA
"Poland";"2021-09-06";256571;463417;46;3253;0.110648209351049;NA
"Poland";"2021-09-13";NA;222491;63;4380;0.0210758494001998;NA
"Portugal";"2019-12-30";NA;NA;NA;NA;0.00971259555615731;NA
"Portugal";"2020-01-06";NA;NA;NA;NA;0.0194251911123146;NA
"Portugal";"2020-01-13";NA;NA;NA;NA;0.0874133600054158;NA
"Portugal";"2020-01-20";NA;NA;NA;NA;0.0582755733369438;NA
"Portugal";"2020-01-27";NA;NA;NA;NA;0.0971259555615731;NA
"Portugal";"2020-02-03";NA;NA;NA;NA;0.0971259555615731;NA
"Portugal";"2020-02-10";NA;NA;NA;NA;0.155401528898517;NA
"Portugal";"2020-02-17";NA;NA;NA;NA;0.194251911123146;NA
"Portugal";"2020-02-24";25;NA;NA;NA;0.281665271128562;NA
"Portugal";"2020-03-02";470;NA;0;30;0.835283217829528;NA
"Portugal";"2020-03-09";5754;NA;0;215;1.74826720010832;NA
"Portugal";"2020-03-16";16769;NA;14;1355;4.31239242693384;NA
"Portugal";"2020-03-23";40996;NA;105;4362;6.915368035984;NA
"Portugal";"2020-03-30";58991;NA;176;5316;6.74054131597317;NA
"Portugal";"2020-04-06";67852;NA;209;5307;4.58434510250625;NA
"Portugal";"2020-04-13";84833;NA;210;3621;3.60337295133436;NA
"Portugal";"2020-04-20";92755;NA;214;3640;2.65153858683094;NA
"Portugal";"2020-04-27";90377;NA;135;1678;1.88424353789452;NA
"Portugal";"2020-05-04";95896;NA;72;2057;1.64142864899058;NA
"Portugal";"2020-05-11";111001;NA;83;1455;1.84539315566989;NA
"Portugal";"2020-05-18";90405;NA;98;1587;1.68027903121521;NA
"Portugal";"2020-05-25";96045;NA;94;1877;1.77740498677679;NA
"Portugal";"2020-06-01";94421;NA;69;1993;1.33062559119355;NA
"Portugal";"2020-06-08";60443;NA;38;2197;1.28206261341276;NA
"Portugal";"2020-06-15";84509;NA;13;2443;1.48602712009207;NA
"Portugal";"2020-06-22";87312;NA;34;2513;1.5248775023167;NA
"Portugal";"2020-06-29";94486;NA;50;2251;1.22378704007582;NA
"Portugal";"2020-07-06";95187;NA;46;2615;1.26263742230045;NA
"Portugal";"2020-07-13";98530;NA;29;2124;1.21407444451966;NA
"Portugal";"2020-07-20";94892;NA;28;1528;0.922696577834944;NA
"Portugal";"2020-07-27";95421;NA;21;1299;0.864421004498;NA
"Portugal";"2020-08-03";96304;NA;18;1205;0.961546960059573;NA
"Portugal";"2020-08-10";94767;NA;22;1434;0.747869857824112;NA
"Portugal";"2020-08-17";97015;NA;18;1495;0.806145431161056;NA
"Portugal";"2020-08-24";98640;NA;23;2171;0.971259555615731;NA
"Portugal";"2020-08-31";109078;NA;21;2490;1.34033818674971;NA
"Portugal";"2020-09-07";127316;NA;27;3725;1.57344048009748;NA
"Portugal";"2020-09-14";135769;NA;45;4594;1.7968301778891;NA
"Portugal";"2020-09-21";137917;NA;41;5027;1.68027903121521;NA
"Portugal";"2020-09-28";151817;NA;42;4643;1.8648183467822;NA
"Portugal";"2020-10-05";155495;NA;85;8417;2.05907025790535;NA
"Portugal";"2020-10-12";189446;NA;101;13247;3.08860538685802;NA
"Portugal";"2020-10-19";204697;NA;135;18775;4.0501523469176;NA
"Portugal";"2020-10-26";231117;NA;228;25655;4.66204586695551;NA
"Portugal";"2020-11-02";253917;NA;352;34983;4.93399854252791;NA
"Portugal";"2020-11-09";269279;NA;485;37977;4.92428594697175;NA
"Portugal";"2020-11-16";286993;NA;516;43457;5.3904905336673;NA
"Portugal";"2020-11-23";266690;NA;530;34041;4.79802220474171;NA
"Portugal";"2020-11-30";224639;NA;536;27675;4.94371113808407;NA
"Portugal";"2020-12-07";222001;NA;596;26270;4.56491991139393;NA
"Portugal";"2020-12-14";253189;NA;575;25377;4.08900272914223;NA
"Portugal";"2020-12-21";232833;3;543;22545;4.13756570692301;NA
"Portugal";"2020-12-28";227737;33;519;34957;6.75996650708548;NA
"Portugal";"2021-01-04";336186;261;729;57670;7.89634018715589;NA
"Portugal";"2021-01-11";369056;3606;1103;67210;8.75104859609773;NA
"Portugal";"2021-01-18";449689;98387;1693;86610;8.09059209827904;NA
"Portugal";"2021-01-25";416466;137643;2036;83208;7.69237568047659;NA
"Portugal";"2021-02-01";304191;112727;1597;41598;5.20595121810032;NA
"Portugal";"2021-02-08";220861;298341;1057;19140;4.15699089803533;NA
"Portugal";"2021-02-15";200146;150971;551;10466;2.65153858683094;NA
"Portugal";"2021-02-22";189811;62146;389;7431;1.71912941343984;NA
"Portugal";"2021-03-01";171766;101028;214;5503;1.32091299563739;NA
"Portugal";"2021-03-08";158762;156320;129;4054;1.01010993784036;NA
"Portugal";"2021-03-15";266072;330976;90;3265;1.05867291562115;NA
"Portugal";"2021-03-22";181367;65968;59;2938;0.75758245338027;NA
"Portugal";"2021-03-29";167276;254758;42;2778;0.573043137813281;NA
"Portugal";"2021-04-05";349095;161071;33;4271;0.524480160032494;NA
"Portugal";"2021-04-12";256919;164027;28;3456;0.50505496892018;NA
"Portugal";"2021-04-19";516852;418186;19;3417;0.466204586695551;NA
"Portugal";"2021-04-26";331123;271198;12;2819;0.369078631133978;NA
"Portugal";"2021-05-03";297496;659947;16;2283;0.437066800027079;NA
"Portugal";"2021-05-10";258409;918107;16;2641;0.446779395583236;NA
"Portugal";"2021-05-17";268829;661717;9;3084;0.407929013358607;NA
"Portugal";"2021-05-24";313509;988113;7;3628;0.378791226690135;NA
"Portugal";"2021-05-31";320368;1017955;11;3941;0.378791226690135;NA
"Portugal";"2021-06-07";287927;753300;11;5038;0.543905351144809;NA
"Portugal";"2021-06-14";368497;1167353;21;7734;0.874133600054157;NA
"Portugal";"2021-06-21";410181;1036543;18;9643;0.942121768947259;NA
"Portugal";"2021-06-28";435209;1295291;31;15122;0.922696577834944;NA
"Portugal";"2021-07-05";435995;1861257;47;19185;1.10723589340193;NA
"Portugal";"2021-07-12";465208;1561684;51;22784;1.19464925340735;NA
"Portugal";"2021-07-19";462041;1572917;86;22129;1.53459009787285;NA
"Portugal";"2021-07-26";444914;1498057;77;17458;1.43746414231128;NA
"Portugal";"2021-08-02";399243;1522132;107;15934;1.39861376008665;NA
"Portugal";"2021-08-09";399230;1056999;88;16409;1.31120040008124;NA
"Portugal";"2021-08-16";387864;712400;72;16076;1.18493665785119;NA
"Portugal";"2021-08-23";356272;412404;85;15473;1.21407444451966;NA
"Portugal";"2021-08-30";330133;788750;80;11691;1.21407444451966;NA
"Portugal";"2021-09-06";335175;767037;56;8332;0.912983982278787;NA
"Portugal";"2021-09-13";NA;296935;48;6278;0.563330542257124;NA
"Romania";"2019-12-30";NA;NA;0;0;NA;NA
"Romania";"2020-01-06";NA;NA;0;0;NA;NA
"Romania";"2020-01-13";NA;NA;0;0;NA;NA
"Romania";"2020-01-20";NA;NA;0;0;NA;NA
"Romania";"2020-01-27";NA;NA;0;0;NA;NA
"Romania";"2020-02-03";NA;NA;0;0;NA;NA
"Romania";"2020-02-10";NA;NA;0;0;NA;NA
"Romania";"2020-02-17";NA;NA;0;0;NA;NA
"Romania";"2020-02-24";NA;NA;0;3;0.0155208502445931;NA
"Romania";"2020-03-02";NA;NA;0;12;0.0620834009783723;NA
"Romania";"2020-03-09";2730;NA;0;124;0.73982719499227;NA
"Romania";"2020-03-16";2;NA;2;294;NA;NA
"Romania";"2020-03-23";12;NA;38;1327;7.11889664552003;NA
"Romania";"2020-03-30";17163;NA;108;2104;11.0404981406539;NA
"Romania";"2020-04-06";24580;NA;158;2436;NA;NA
"Romania";"2020-04-13";31585;NA;128;2446;NA;NA
"Romania";"2020-04-20";44103;NA;174;2290;NA;NA
"Romania";"2020-04-27";50485;NA;172;2127;NA;NA
"Romania";"2020-05-04";57870;NA;172;2199;NA;NA
"Romania";"2020-05-11";52591;NA;145;1509;NA;NA
"Romania";"2020-05-18";58447;NA;82;1199;NA;NA
"Romania";"2020-05-25";64056;NA;83;1187;NA;NA
"Romania";"2020-06-01";62955;NA;64;1222;NA;NA
"Romania";"2020-06-08";57196;NA;84;1520;NA;NA
"Romania";"2020-06-15";64087;NA;102;2046;NA;NA
"Romania";"2020-06-22";68223;NA;100;2268;NA;NA
"Romania";"2020-06-29";71736;NA;138;2660;NA;NA
"Romania";"2020-07-06";80717;NA;134;3562;NA;NA
"Romania";"2020-07-13";101032;NA;142;4923;NA;NA
"Romania";"2020-07-20";112641;NA;161;7340;NA;NA
"Romania";"2020-07-27";134167;NA;226;8388;NA;NA
"Romania";"2020-08-03";135624;NA;287;8582;NA;NA
"Romania";"2020-08-10";130189;NA;291;8693;NA;NA
"Romania";"2020-08-17";138267;NA;281;8064;NA;NA
"Romania";"2020-08-24";123488;NA;306;8260;39.5574736567196;NA
"Romania";"2020-08-31";142207;NA;315;8229;41.4975799372937;NA
"Romania";"2020-09-07";142899;NA;270;8481;40.3128217019564;NA
"Romania";"2020-09-14";140116;NA;272;9286;45.196715912255;NA
"Romania";"2020-09-21";140514;NA;283;9892;49.0303659226695;NA
"Romania";"2020-09-28";143938;NA;229;11392;54.9800251830969;NA
"Romania";"2020-10-05";162293;NA;464;21218;94.7754852102335;NA
"Romania";"2020-10-12";179332;NA;461;25105;119.319123063683;NA
"Romania";"2020-10-19";197408;NA;519;29260;136.645565553397;NA
"Romania";"2020-10-26";204508;NA;676;37015;173.942168691155;NA
"Romania";"2020-11-02";210704;NA;812;57088;243.522140337665;NA
"Romania";"2020-11-09";212796;NA;1047;56530;265.587615768729;NA
"Romania";"2020-11-16";207681;NA;1121;58364;265.691088103693;NA
"Romania";"2020-11-23";193015;NA;1146;52891;241.426825554645;NA
"Romania";"2020-11-30";153703;NA;1127;42040;189.871734658855;NA
"Romania";"2020-12-07";170289;NA;1065;42759;43.7998393902417;NA
"Romania";"2020-12-14";110120;NA;1009;34959;37.2966031377572;NA
"Romania";"2020-12-21";83922;NA;940;27135;34.5545862612124;NA
"Romania";"2020-12-28";87761;NA;645;22000;27.7254121535914;NA
"Romania";"2021-01-04";122035;NA;746;32842;NA;NA
"Romania";"2021-01-11";171159;NA;546;21882;43.7481032227597;NA
"Romania";"2021-01-18";168040;NA;570;17408;24.6108948711764;NA
"Romania";"2021-01-25";178111;318189;561;17495;44.1206036286299;NA
"Romania";"2021-02-01";175173;276857;559;16581;13.9842860703784;NA
"Romania";"2021-02-08";176188;507707;484;16657;50.0754365058055;NA
"Romania";"2021-02-15";193465;311370;449;18035;24.0314497953783;NA
"Romania";"2021-02-22";197617;86923;509;22761;37.8450065130661;NA
"Romania";"2021-03-01";202673;73755;560;26473;NA;NA
"Romania";"2021-03-08";213563;125701;602;32118;45.0208129428163;NA
"Romania";"2021-03-15";220764;130690;703;38177;NA;NA
"Romania";"2021-03-22";228073;408344;966;39585;NA;NA
"Romania";"2021-03-29";231570;456883;956;37543;NA;NA
"Romania";"2021-04-05";221578;440695;1058;30504;NA;NA
"Romania";"2021-04-12";207493;392089;1133;22582;NA;NA
"Romania";"2021-04-19";200965;386345;1130;16448;NA;NA
"Romania";"2021-04-26";164011;389322;869;10817;33.1421888889544;NA
"Romania";"2021-05-03";193652;779912;654;8394;17.6058177941168;NA
"Romania";"2021-05-10";196126;946069;537;5560;13.6169592812563;NA
"Romania";"2021-05-17";182714;835986;406;3482;9.04865569259777;NA
"Romania";"2021-05-24";181207;4372148;335;1964;5.49438098658595;NA
"Romania";"2021-05-31";166193;997268;566;1215;4.45448402019821;NA
"Romania";"2021-06-07";170641;690122;983;824;4.4803521039392;NA
"Romania";"2021-06-14";174073;477465;530;506;1.47448077323634;NA
"Romania";"2021-06-21";157521;379431;920;385;1.51586970722192;NA
"Romania";"2021-06-28";156388;280549;662;312;0.708785494503084;NA
"Romania";"2021-07-05";155518;216236;246;296;NA;NA
"Romania";"2021-07-12";155281;192941;35;403;NA;NA
"Romania";"2021-07-19";163155;205691;16;698;3.30076748535013;NA
"Romania";"2021-07-26";177269;205876;21;1102;1.48482800673274;NA
"Romania";"2021-08-02";182731;197149;28;1622;2.20396073473222;NA
"Romania";"2021-08-09";202166;194354;34;2409;3.49219130503344;NA
"Romania";"2021-08-16";225089;189578;72;3831;5.55129077081613;NA
"Romania";"2021-08-23";242610;181923;114;6112;4.60451890589595;NA
"Romania";"2021-08-30";265710;143280;175;9591;9.29698929651126;NA
"Romania";"2021-09-06";272065;122348;322;15610;76.8075142437429;NA
"Romania";"2021-09-13";NA;NA;556;29399;NA;NA
"Slovakia";"2020-01-27";13;NA;NA;NA;NA;NA
"Slovakia";"2020-02-03";18;NA;NA;NA;NA;NA
"Slovakia";"2020-02-10";10;NA;NA;NA;NA;NA
"Slovakia";"2020-02-17";7;NA;NA;NA;NA;NA
"Slovakia";"2020-02-24";123;NA;NA;NA;NA;NA
"Slovakia";"2020-03-02";292;NA;0;7;0.128255091314877;0.0183221559021252
"Slovakia";"2020-03-09";967;NA;0;65;0.439731741651006;NA
"Slovakia";"2020-03-16";1898;NA;0;132;0.641275456574384;0.0549664677063757
"Slovakia";"2020-03-23";3551;NA;1;159;0.458053897553131;0.0183221559021252
"Slovakia";"2020-03-30";7752;NA;1;218;0.403087429846755;0.0366443118042505
"Slovakia";"2020-04-06";10575;NA;0;254;0.494698209357382;0.109932935412752
"Slovakia";"2020-04-13";10190;NA;12;364;1.04436288642114;0.293154494434004
"Slovakia";"2020-04-20";27365;NA;6;185;0.403087429846755;0.128255091314877
"Slovakia";"2020-04-27";23705;NA;5;37;0.0916107795106262;0.0183221559021252
"Slovakia";"2020-05-04";22841;NA;2;44;NA;NA
"Slovakia";"2020-05-11";22788;NA;1;30;0.0916107795106262;NA
"Slovakia";"2020-05-18";15626;NA;0;18;0.0183221559021252;NA
"Slovakia";"2020-05-25";13816;NA;0;9;NA;NA
"Slovakia";"2020-06-01";2;NA;0;9;0.0366443118042505;NA
"Slovakia";"2020-06-08";7195;NA;0;21;NA;NA
"Slovakia";"2020-06-15";5223;NA;0;37;0.073288623608501;0.0183221559021252
"Slovakia";"2020-06-22";6973;NA;0;78;0.109932935412752;0.0183221559021252
"Slovakia";"2020-06-29";12;NA;0;100;0.0549664677063757;NA
"Slovakia";"2020-07-06";11672;NA;0;141;0.128255091314877;NA
"Slovakia";"2020-07-13";10161;NA;0;113;0.164899403119127;NA
"Slovakia";"2020-07-20";13462;NA;0;183;0.109932935412752;NA
"Slovakia";"2020-07-27";12106;NA;1;164;0.219865870825503;0.0183221559021252
"Slovakia";"2020-08-03";13729;NA;2;247;0.311476650336129;NA
"Slovakia";"2020-08-10";15793;NA;0;307;0.256510182629753;0.0549664677063757
"Slovakia";"2020-08-17";18432;NA;2;530;0.183221559021252;0.0183221559021252
"Slovakia";"2020-08-24";46;NA;0;537;0.549664677063757;0.0916107795106262
"Slovakia";"2020-08-31";22813;NA;4;738;0.696241924280759;0.0549664677063757
"Slovakia";"2020-09-07";28183;NA;1;1041;0.513020365259507;0.109932935412752
"Slovakia";"2020-09-14";28272;NA;2;1163;0.751208391987135;0.0366443118042505
"Slovakia";"2020-09-21";33740;NA;5;2643;1.44745031626789;0.0549664677063757
"Slovakia";"2020-09-28";48344;NA;10;4238;2.19865870825503;0.073288623608501
"Slovakia";"2020-10-05";NA;NA;6;7114;2.52845751449328;0.109932935412752
"Slovakia";"2020-10-12";69917;NA;37;10761;2.93154494434004;0.219865870825503
"Slovakia";"2020-10-19";77201;NA;78;15338;3.90261920715268;0.311476650336129
"Slovakia";"2020-10-26";116439;NA;59;21372;4.63550544323769;0.403087429846755
"Slovakia";"2020-11-02";86749;NA;155;15950;4.91033778176957;0.366443118042505
"Slovakia";"2020-11-09";58162;NA;167;12469;4.25074016929306;0.183221559021252
"Slovakia";"2020-11-16";49376;NA;152;12201;3.95758567485905;0.238188026727628
"Slovakia";"2020-11-23";56526;NA;159;15301;4.89201562586744;0.238188026727628
"Slovakia";"2020-11-30";63907;NA;178;20515;4.48892819602068;0.274832338531879
"Slovakia";"2020-12-07";80378;NA;205;32028;4.58053897553131;0.604631144770133
"Slovakia";"2020-12-14";92594;NA;367;44053;3.68275333632717;0.421409585748881
"Slovakia";"2020-12-21";74194;0;365;34183;3.88429705125055;0.403087429846755
"Slovakia";"2020-12-28";70194;NA;620;47940;4.65382759913981;0.293154494434004
"Slovakia";"2021-01-04";82373;0;499;42888;4.85537131406319;0.311476650336129
"Slovakia";"2021-01-11";72373;0;535;31090;4.47060604011856;0.164899403119127
"Slovakia";"2021-01-18";75569;5310;623;36318;4.10416292207605;0.128255091314877
"Slovakia";"2021-01-25";67850;13621;524;33861;3.20637728287192;0.128255091314877
"Slovakia";"2021-02-01";70090;44535;598;38440;3.59114255681655;0.128255091314877
"Slovakia";"2021-02-08";69058;61998;681;36761;5.00194856128019;0.164899403119127
"Slovakia";"2021-02-15";67817;65000;608;38645;5.25845874390994;0.219865870825503
"Slovakia";"2021-02-22";76262;76299;717;36358;5.67986832965883;0.513020365259507
"Slovakia";"2021-03-01";78013;91695;649;34303;6.24785516262471;0.476376053455256
"Slovakia";"2021-03-08";72702;74626;632;29325;6.28449947442896;0.549664677063757
"Slovakia";"2021-03-15";67434;49526;521;24069;5.55161323834395;0.458053897553131
"Slovakia";"2021-03-22";62811;35183;434;19717;4.70879406684619;0.38476527394463
"Slovakia";"2021-03-29";54821;14731;532;13865;3.18805512696979;0.329798806238254
"Slovakia";"2021-04-05";55225;51211;560;13536;3.02315572385067;0.238188026727628
"Slovakia";"2021-04-12";63574;116042;528;10024;2.23530302005928;0.219865870825503
"Slovakia";"2021-04-19";84410;165082;328;8581;1.99711499333165;0.183221559021252
"Slovakia";"2021-04-26";86788;160603;283;6989;1.7406048107019;0.073288623608501
"Slovakia";"2021-05-03";49544;158086;222;5235;1.90550421382103;0.146577247217002
"Slovakia";"2021-05-10";843867;162811;171;3763;1.85053774611465;0.0916107795106262
"Slovakia";"2021-05-17";628162;168737;53;2547;1.20926228954027;0.0366443118042505
"Slovakia";"2021-05-24";541593;199414;52;2012;0.989396418714763;0.0183221559021252
"Slovakia";"2021-05-31";456018;276589;70;1510;0.714564080182884;0.0366443118042505
"Slovakia";"2021-06-07";404974;347935;23;1032;0.586308988868008;0.0183221559021252
"Slovakia";"2021-06-14";354716;379623;56;604;0.604631144770133;0.0366443118042505
"Slovakia";"2021-06-21";297092;379711;8;443;0.146577247217002;NA
"Slovakia";"2021-06-28";214473;306634;4;239;0.0916107795106262;NA
"Slovakia";"2021-07-05";96354;229166;8;302;0.128255091314877;NA
"Slovakia";"2021-07-12";97061;178575;9;262;0.0916107795106262;NA
"Slovakia";"2021-07-19";100109;123956;3;372;NA;0.0183221559021252
"Slovakia";"2021-07-26";101055;127429;7;479;0.274832338531879;0.0183221559021252
"Slovakia";"2021-08-02";95206;123108;2;532;0.0366443118042505;NA
"Slovakia";"2021-08-09";99173;107507;3;643;0.164899403119127;NA
"Slovakia";"2021-08-16";113712;76853;1;873;0.146577247217002;0.0183221559021252
"Slovakia";"2021-08-23";112203;61567;1;1100;0.513020365259507;0.0549664677063757
"Slovakia";"2021-08-30";152728;49621;4;2373;0.879463483302012;0.073288623608501
"Slovakia";"2021-09-06";180053;43776;10;3978;0.916107795106262;0.0366443118042505
"Slovakia";"2021-09-13";NA;20613;11;4940;0.604631144770133;NA
"Slovenia";"2020-02-24";191;NA;NA;NA;NA;NA
"Slovenia";"2020-03-02";1160;NA;0;16;NA;NA
"Slovenia";"2020-03-09";5406;NA;0;203;1.28825337176464;0.190852351372539
"Slovenia";"2020-03-16";7047;NA;1;195;1.95623660156852;0.381704702745077
"Slovenia";"2020-03-23";7736;NA;10;316;3.67390776392137;0.858835581176424
"Slovenia";"2020-03-30";6904;NA;17;267;2.481080567843;0.62027014196075
"Slovenia";"2020-04-06";7152;NA;25;208;2.67193291921554;0.62027014196075
"Slovenia";"2020-04-13";6397;NA;21;125;2.14708895294106;0.381704702745077
"Slovenia";"2020-04-20";8842;NA;8;77;1.14511410823523;0.190852351372539
"Slovenia";"2020-04-27";6860;NA;14;32;0.858835581176424;0.190852351372539
"Slovenia";"2020-05-04";7229;NA;6;21;0.333991614901943;0
"Slovenia";"2020-05-11";6477;NA;2;6;0.190852351372539;0
"Slovenia";"2020-05-18";5174;NA;2;3;0;0.0477130878431346
"Slovenia";"2020-05-25";4023;NA;2;4;0.0477130878431346;0
"Slovenia";"2020-06-01";4277;NA;0;12;0.0477130878431346;0
